kepoi_name,kepid,koi_disposition,label,path
K00783.01,12020329,CONFIRMED,1,data/processed/K00783_01.npz
K00784.01,12066335,CONFIRMED,1,data/processed/K00784_01.npz
K00784.02,12066335,CONFIRMED,1,data/processed/K00784_02.npz
K00785.01,12070811,CONFIRMED,1,data/processed/K00785_01.npz
K00786.01,12110942,CONFIRMED,1,data/processed/K00786_01.npz
K00787.01,12366084,CONFIRMED,1,data/processed/K00787_01.npz
K00787.02,12366084,CONFIRMED,1,data/processed/K00787_02.npz
K00787.03,12366084,CANDIDATE,1,data/processed/K00787_03.npz
K00789.01,12459725,FALSE POSITIVE,0,data/processed/K00789_01.npz
K00790.01,12470844,CONFIRMED,1,data/processed/K00790_01.npz
K00790.02,12470844,CONFIRMED,1,data/processed/K00790_02.npz
K00791.01,12644822,CONFIRMED,1,data/processed/K00791_01.npz
K00889.01,757450,CONFIRMED,1,data/processed/K00889_01.npz
K00958.01,1026957,CONFIRMED,1,data/processed/K00958_01.npz
K00984.01,1161345,CONFIRMED,1,data/processed/K00984_01.npz
K00994.01,1431122,CANDIDATE,1,data/processed/K00994_01.npz
K00998.01,1432214,FALSE POSITIVE,0,data/processed/K00998_01.npz
K00992.01,1432789,CONFIRMED,1,data/processed/K00992_01.npz
K00992.02,1432789,CANDIDATE,1,data/processed/K00992_02.npz
K01008.01,1722276,FALSE POSITIVE,0,data/processed/K01008_01.npz
K01001.01,1871056,CONFIRMED,1,data/processed/K01001_01.npz
K01001.02,1871056,CONFIRMED,1,data/processed/K01001_02.npz
K01032.01,2162635,CANDIDATE,1,data/processed/K01032_01.npz
K01029.01,2164169,CONFIRMED,1,data/processed/K01029_01.npz
K00999.01,2165002,CONFIRMED,1,data/processed/K00999_01.npz
K00999.02,2165002,CONFIRMED,1,data/processed/K00999_02.npz
K01028.01,2166206,FALSE POSITIVE,0,data/processed/K01028_01.npz
K00151.01,2307199,CANDIDATE,1,data/processed/K00151_01.npz
K01004.01,2309585,FALSE POSITIVE,0,data/processed/K01004_01.npz
K01003.01,2438502,FALSE POSITIVE,0,data/processed/K01003_01.npz
K01000.01,2441728,FALSE POSITIVE,0,data/processed/K01000_01.npz
K01021.01,2558363,FALSE POSITIVE,0,data/processed/K01021_01.npz
K01031.01,2584163,CONFIRMED,1,data/processed/K01031_01.npz
K01024.01,2715135,CONFIRMED,1,data/processed/K01024_01.npz
K01092.01,2720309,FALSE POSITIVE,0,data/processed/K01092_01.npz
K01094.01,2721030,CONFIRMED,1,data/processed/K01094_01.npz
K01110.01,2837111,CONFIRMED,1,data/processed/K01110_01.npz
K01110.02,2837111,CANDIDATE,1,data/processed/K01110_02.npz
K01104.01,2851100,FALSE POSITIVE,0,data/processed/K01104_01.npz
K01099.01,2853093,CONFIRMED,1,data/processed/K01099_01.npz
K01118.01,2853446,CANDIDATE,1,data/processed/K01118_01.npz
K00986.01,2854698,CONFIRMED,1,data/processed/K00986_01.npz
K00986.02,2854698,CONFIRMED,1,data/processed/K00986_02.npz
K01113.01,2854914,CONFIRMED,1,data/processed/K01113_01.npz
K01113.02,2854914,CONFIRMED,1,data/processed/K01113_02.npz
K01103.01,2860866,CANDIDATE,1,data/processed/K01103_01.npz
K01091.01,3098184,FALSE POSITIVE,0,data/processed/K01091_01.npz
K01112.01,3109930,CONFIRMED,1,data/processed/K01112_01.npz
K01088.01,3113266,FALSE POSITIVE,0,data/processed/K01088_01.npz
K01115.01,3116412,CONFIRMED,1,data/processed/K01115_01.npz
K01111.01,3120276,FALSE POSITIVE,0,data/processed/K01111_01.npz
K01087.01,3124412,FALSE POSITIVE,0,data/processed/K01087_01.npz
K01105.01,3130300,FALSE POSITIVE,0,data/processed/K01105_01.npz
K01108.01,3218908,CONFIRMED,1,data/processed/K01108_01.npz
K01108.02,3218908,CONFIRMED,1,data/processed/K01108_02.npz
K01108.03,3218908,CONFIRMED,1,data/processed/K01108_03.npz
K01100.01,3228824,FALSE POSITIVE,0,data/processed/K01100_01.npz
K01107.01,3228959,FALSE POSITIVE,0,data/processed/K01107_01.npz
K01096.01,3230491,CANDIDATE,1,data/processed/K01096_01.npz
K01102.02,3231341,CONFIRMED,1,data/processed/K01102_02.npz
K01102.03,3231341,CONFIRMED,1,data/processed/K01102_03.npz
K01102.04,3231341,CONFIRMED,1,data/processed/K01102_04.npz
K01102.01,3231341,CONFIRMED,1,data/processed/K01102_01.npz
K01090.01,3232859,FALSE POSITIVE,0,data/processed/K01090_01.npz
K01093.01,3239636,FALSE POSITIVE,0,data/processed/K01093_01.npz
K01106.01,3240158,CONFIRMED,1,data/processed/K01106_01.npz
K01106.02,3240158,CONFIRMED,1,data/processed/K01106_02.npz
K01106.03,3240158,CANDIDATE,1,data/processed/K01106_03.npz
K00121.01,3247396,FALSE POSITIVE,0,data/processed/K00121_01.npz
K01095.01,3329204,CANDIDATE,1,data/processed/K01095_01.npz
K00965.01,3337351,FALSE POSITIVE,0,data/processed/K00965_01.npz
K01114.01,3337425,FALSE POSITIVE,0,data/processed/K01114_01.npz
K01097.01,3340070,FALSE POSITIVE,0,data/processed/K01097_01.npz
K01181.01,3344419,FALSE POSITIVE,0,data/processed/K01181_01.npz
K01196.01,3348082,FALSE POSITIVE,0,data/processed/K01196_01.npz
K01196.02,3348082,CONFIRMED,1,data/processed/K01196_02.npz
K01196.03,3348082,CONFIRMED,1,data/processed/K01196_03.npz
K01204.01,3438507,CONFIRMED,1,data/processed/K01204_01.npz
K01202.01,3444588,CONFIRMED,1,data/processed/K01202_01.npz
K01198.01,3447722,CONFIRMED,1,data/processed/K01198_01.npz
K01198.02,3447722,CONFIRMED,1,data/processed/K01198_02.npz
K01198.03,3447722,CONFIRMED,1,data/processed/K01198_03.npz
K01198.04,3447722,CANDIDATE,1,data/processed/K01198_04.npz
K00118.01,3531558,CONFIRMED,1,data/processed/K00118_01.npz
K01209.01,3534076,CANDIDATE,1,data/processed/K01209_01.npz
K01217.01,3542588,FALSE POSITIVE,0,data/processed/K01217_01.npz
K01183.01,3544689,FALSE POSITIVE,0,data/processed/K01183_01.npz
K01194.01,3554031,CONFIRMED,1,data/processed/K01194_01.npz
K01194.02,3554031,CANDIDATE,1,data/processed/K01194_02.npz
K01194.03,3554031,CONFIRMED,1,data/processed/K01194_03.npz
K01213.01,3556220,FALSE POSITIVE,0,data/processed/K01213_01.npz
K01200.01,3557493,FALSE POSITIVE,0,data/processed/K01200_01.npz
K00975.01,3632418,CONFIRMED,1,data/processed/K00975_01.npz
K01221.01,3640905,CONFIRMED,1,data/processed/K01221_01.npz
K01221.02,3640905,CONFIRMED,1,data/processed/K01221_02.npz
K01192.01,3644071,CANDIDATE,1,data/processed/K01192_01.npz
K01192.02,3644071,FALSE POSITIVE,0,data/processed/K01192_02.npz
K01179.01,3655332,FALSE POSITIVE,0,data/processed/K01179_01.npz
K01214.01,3660924,CONFIRMED,1,data/processed/K01214_01.npz
K01206.01,3756801,CANDIDATE,1,data/processed/K01206_01.npz
K01189.01,3765771,FALSE POSITIVE,0,data/processed/K01189_01.npz
K00149.01,3835670,CONFIRMED,1,data/processed/K00149_01.npz
K01197.01,3853673,FALSE POSITIVE,0,data/processed/K01197_01.npz
K01211.01,3858704,FALSE POSITIVE,0,data/processed/K01211_01.npz
K00995.01,3858949,FALSE POSITIVE,0,data/processed/K00995_01.npz
K01199.01,3859079,CONFIRMED,1,data/processed/K01199_01.npz
K01191.01,3859628,CONFIRMED,1,data/processed/K01191_01.npz
K01188.01,3860441,FALSE POSITIVE,0,data/processed/K01188_01.npz
K01182.01,3865567,FALSE POSITIVE,0,data/processed/K01182_01.npz
K01193.01,3942446,CANDIDATE,1,data/processed/K01193_01.npz
K01210.01,3962357,CONFIRMED,1,data/processed/K01210_01.npz
K01208.01,3962440,CANDIDATE,1,data/processed/K01208_01.npz
K00015.01,3964562,FALSE POSITIVE,0,data/processed/K00015_01.npz
K01186.01,3966912,FALSE POSITIVE,0,data/processed/K01186_01.npz
K01760.01,3967760,CONFIRMED,1,data/processed/K01760_01.npz
K01760.02,3967760,CONFIRMED,1,data/processed/K01760_02.npz
K01184.01,4037164,FALSE POSITIVE,0,data/processed/K01184_01.npz
K01180.01,4042026,FALSE POSITIVE,0,data/processed/K01180_01.npz
K01201.01,4061149,CONFIRMED,1,data/processed/K01201_01.npz
K01761.01,4067336,FALSE POSITIVE,0,data/processed/K01761_01.npz
K01329.01,4072526,CONFIRMED,1,data/processed/K01329_01.npz
K01328.01,4074736,CANDIDATE,1,data/processed/K01328_01.npz
K01323.01,4076098,CONFIRMED,1,data/processed/K01323_01.npz
K01319.01,4078157,FALSE POSITIVE,0,data/processed/K01319_01.npz
K01319.02,4078157,CANDIDATE,1,data/processed/K01319_02.npz
K01322.01,4079535,FALSE POSITIVE,0,data/processed/K01322_01.npz
K01335.01,4155328,CONFIRMED,1,data/processed/K01335_01.npz
K01320.01,4164994,CONFIRMED,1,data/processed/K01320_01.npz
K00185.01,4178389,CANDIDATE,1,data/processed/K00185_01.npz
K00144.01,4180280,CONFIRMED,1,data/processed/K00144_01.npz
K01337.01,4243911,CONFIRMED,1,data/processed/K01337_01.npz
K01331.01,4274548,CANDIDATE,1,data/processed/K01331_01.npz
K01342.01,4275721,CONFIRMED,1,data/processed/K01342_01.npz
K01342.02,4275721,CONFIRMED,1,data/processed/K01342_02.npz
K01317.01,4275739,FALSE POSITIVE,0,data/processed/K01317_01.npz
K01615.01,4278221,CONFIRMED,1,data/processed/K01615_01.npz
K01738.01,4365645,CONFIRMED,1,data/processed/K01738_01.npz
K01327.01,4372768,FALSE POSITIVE,0,data/processed/K01327_01.npz
K01340.01,4386059,FALSE POSITIVE,0,data/processed/K01340_01.npz
K01332.01,4455231,CONFIRMED,1,data/processed/K01332_01.npz
K01332.02,4455231,CONFIRMED,1,data/processed/K01332_02.npz
K01332.03,4455231,CONFIRMED,1,data/processed/K01332_03.npz
K01338.01,4466677,CONFIRMED,1,data/processed/K01338_01.npz
K01338.02,4466677,CANDIDATE,1,data/processed/K01338_02.npz
K01338.03,4466677,CANDIDATE,1,data/processed/K01338_03.npz
K01656.01,4471747,CANDIDATE,1,data/processed/K01656_01.npz
K01343.01,4570931,FALSE POSITIVE,0,data/processed/K01343_01.npz
K00143.01,4649305,FALSE POSITIVE,0,data/processed/K00143_01.npz
K01341.01,4650674,CONFIRMED,1,data/processed/K01341_01.npz
K01659.01,4650733,CONFIRMED,1,data/processed/K01659_01.npz
K01534.01,4741126,CONFIRMED,1,data/processed/K01534_01.npz
K01534.02,4741126,CONFIRMED,1,data/processed/K01534_02.npz
K01455.01,4760746,CANDIDATE,1,data/processed/K01455_01.npz
K01524.01,4826110,FALSE POSITIVE,0,data/processed/K01524_01.npz
K01661.01,4832197,FALSE POSITIVE,0,data/processed/K01661_01.npz
K01541.01,4840513,FALSE POSITIVE,0,data/processed/K01541_01.npz
K01541.02,4840513,FALSE POSITIVE,0,data/processed/K01541_02.npz
K01662.01,4844004,FALSE POSITIVE,0,data/processed/K01662_01.npz
K01602.01,4860678,CONFIRMED,1,data/processed/K01602_01.npz
K01602.02,4860678,CANDIDATE,1,data/processed/K01602_02.npz
K01582.01,4918309,CANDIDATE,1,data/processed/K01582_01.npz
K01665.01,4932442,CONFIRMED,1,data/processed/K01665_01.npz
K01665.02,4932442,CANDIDATE,1,data/processed/K01665_02.npz
K01609.01,5009743,CONFIRMED,1,data/processed/K01609_01.npz
K01573.01,5031857,CONFIRMED,1,data/processed/K01573_01.npz
K01573.02,5031857,CANDIDATE,1,data/processed/K01573_02.npz
K00161.01,5084942,CONFIRMED,1,data/processed/K00161_01.npz
K00123.01,5094751,CONFIRMED,1,data/processed/K00123_01.npz
K00123.02,5094751,CONFIRMED,1,data/processed/K00123_02.npz
K01603.01,5177104,CONFIRMED,1,data/processed/K01603_01.npz
K01563.01,5219234,CONFIRMED,1,data/processed/K01563_01.npz
K01563.02,5219234,CONFIRMED,1,data/processed/K01563_02.npz
K01563.03,5219234,CONFIRMED,1,data/processed/K01563_03.npz
K01563.04,5219234,CONFIRMED,1,data/processed/K01563_04.npz
K01672.01,5269467,CONFIRMED,1,data/processed/K01672_01.npz
K01576.01,5299459,CONFIRMED,1,data/processed/K01576_01.npz
K01576.02,5299459,CONFIRMED,1,data/processed/K01576_02.npz
K01576.03,5299459,CANDIDATE,1,data/processed/K01576_03.npz
K01675.01,5360920,CANDIDATE,1,data/processed/K01675_01.npz
K00831.01,5370302,FALSE POSITIVE,0,data/processed/K00831_01.npz
K01557.01,5371776,CONFIRMED,1,data/processed/K01557_01.npz
K01557.02,5371776,CONFIRMED,1,data/processed/K01557_02.npz
K01557.03,5371776,CONFIRMED,1,data/processed/K01557_03.npz
K01557.04,5371776,CONFIRMED,1,data/processed/K01557_04.npz
K00832.01,5372966,FALSE POSITIVE,0,data/processed/K00832_01.npz
K01762.01,5387843,FALSE POSITIVE,0,data/processed/K01762_01.npz
K00834.01,5436502,CONFIRMED,1,data/processed/K00834_01.npz
K00834.02,5436502,CONFIRMED,1,data/processed/K00834_02.npz
K00834.03,5436502,CONFIRMED,1,data/processed/K00834_03.npz
K00834.04,5436502,CONFIRMED,1,data/processed/K00834_04.npz
K00834.05,5436502,CONFIRMED,1,data/processed/K00834_05.npz
K01567.01,5438099,CONFIRMED,1,data/processed/K01567_01.npz
K01567.02,5438099,CONFIRMED,1,data/processed/K01567_02.npz
K01567.03,5438099,CONFIRMED,1,data/processed/K01567_03.npz
K01567.04,5438099,CONFIRMED,1,data/processed/K01567_04.npz
K00142.01,5446285,CONFIRMED,1,data/processed/K00142_01.npz
K00142.02,5446285,FALSE POSITIVE,0,data/processed/K00142_02.npz
K00835.01,5456651,CONFIRMED,1,data/processed/K00835_01.npz
K00835.02,5456651,CONFIRMED,1,data/processed/K00835_02.npz
K01585.01,5470739,CONFIRMED,1,data/processed/K01585_01.npz
K01610.01,5474733,FALSE POSITIVE,0,data/processed/K01610_01.npz
K01607.01,5477805,FALSE POSITIVE,0,data/processed/K01607_01.npz
K00836.01,5481416,FALSE POSITIVE,0,data/processed/K00836_01.npz
K01677.01,5526717,CONFIRMED,1,data/processed/K01677_01.npz
K01677.02,5526717,CANDIDATE,1,data/processed/K01677_02.npz
K01680.01,5530882,FALSE POSITIVE,0,data/processed/K01680_01.npz
K00837.01,5531576,CONFIRMED,1,data/processed/K00837_01.npz
K00837.02,5531576,CONFIRMED,1,data/processed/K00837_02.npz
K01681.01,5531953,CANDIDATE,1,data/processed/K01681_01.npz
K01681.02,5531953,CONFIRMED,1,data/processed/K01681_02.npz
K01681.03,5531953,CANDIDATE,1,data/processed/K01681_03.npz
K01681.04,5531953,CANDIDATE,1,data/processed/K01681_04.npz
K00838.01,5534814,FALSE POSITIVE,0,data/processed/K00838_01.npz
K01590.01,5542466,CANDIDATE,1,data/processed/K01590_01.npz
K01590.02,5542466,CONFIRMED,1,data/processed/K01590_02.npz
K01590.03,5542466,CANDIDATE,1,data/processed/K01590_03.npz
K01575.01,5553652,FALSE POSITIVE,0,data/processed/K01575_01.npz
K01571.01,5557821,FALSE POSITIVE,0,data/processed/K01571_01.npz
K01621.01,5561278,CONFIRMED,1,data/processed/K01621_01.npz
K01566.01,5564247,FALSE POSITIVE,0,data/processed/K01566_01.npz
K01588.01,5617854,CONFIRMED,1,data/processed/K01588_01.npz
K01565.01,5636648,FALSE POSITIVE,0,data/processed/K01565_01.npz
K01540.01,5649956,FALSE POSITIVE,0,data/processed/K01540_01.npz
K01011.01,5728283,FALSE POSITIVE,0,data/processed/K01011_01.npz
K01006.01,5738346,FALSE POSITIVE,0,data/processed/K01006_01.npz
K00190.01,5771719,FALSE POSITIVE,0,data/processed/K00190_01.npz
K00841.01,5792202,CONFIRMED,1,data/processed/K00841_01.npz
K00841.02,5792202,CONFIRMED,1,data/processed/K00841_02.npz
K00841.03,5792202,CONFIRMED,1,data/processed/K00841_03.npz
K00841.04,5792202,CANDIDATE,1,data/processed/K00841_04.npz
K00841.05,5792202,CANDIDATE,1,data/processed/K00841_05.npz
K00842.01,5794379,CONFIRMED,1,data/processed/K00842_01.npz
K00842.02,5794379,CONFIRMED,1,data/processed/K00842_02.npz
K01044.01,5802246,FALSE POSITIVE,0,data/processed/K01044_01.npz
K01050.01,5809890,CONFIRMED,1,data/processed/K01050_01.npz
K01050.02,5809890,CONFIRMED,1,data/processed/K01050_02.npz
K00012.01,5812701,CONFIRMED,1,data/processed/K00012_01.npz
K01043.01,5816165,FALSE POSITIVE,0,data/processed/K01043_01.npz
K01042.01,5816811,FALSE POSITIVE,0,data/processed/K01042_01.npz
K01042.02,5816811,FALSE POSITIVE,0,data/processed/K01042_02.npz
K01040.01,5817553,FALSE POSITIVE,0,data/processed/K01040_01.npz
K01055.01,5866099,FALSE POSITIVE,0,data/processed/K01055_01.npz
K00843.01,5881688,CONFIRMED,1,data/processed/K00843_01.npz
K00126.01,5897826,FALSE POSITIVE,0,data/processed/K00126_01.npz
K00126.02,5897826,CANDIDATE,1,data/processed/K00126_02.npz
K01034.01,5899544,FALSE POSITIVE,0,data/processed/K01034_01.npz
K01052.01,5956342,CONFIRMED,1,data/processed/K01052_01.npz
K01052.02,5956342,CONFIRMED,1,data/processed/K01052_02.npz
K01052.03,5956342,CONFIRMED,1,data/processed/K01052_03.npz
K01052.04,5956342,CONFIRMED,1,data/processed/K01052_04.npz
K01053.01,5956656,CONFIRMED,1,data/processed/K01053_01.npz
K01053.02,5956656,CANDIDATE,1,data/processed/K01053_02.npz
K01035.01,5963222,FALSE POSITIVE,0,data/processed/K01035_01.npz
K01056.01,5964985,FALSE POSITIVE,0,data/processed/K01056_01.npz
K01047.01,5988031,FALSE POSITIVE,0,data/processed/K01047_01.npz
K00844.01,6022556,CONFIRMED,1,data/processed/K00844_01.npz
K00845.01,6032497,CONFIRMED,1,data/processed/K00845_01.npz
K01054.01,6032981,FALSE POSITIVE,0,data/processed/K01054_01.npz
K01683.01,6034945,CONFIRMED,1,data/processed/K01683_01.npz
K01061.01,6037187,CONFIRMED,1,data/processed/K01061_01.npz
K01013.01,6047498,FALSE POSITIVE,0,data/processed/K01013_01.npz
K01685.01,6049190,CONFIRMED,1,data/processed/K01685_01.npz
K01045.01,6066403,FALSE POSITIVE,0,data/processed/K01045_01.npz
K01062.01,6147122,FALSE POSITIVE,0,data/processed/K01062_01.npz
K01686.01,6149553,FALSE POSITIVE,0,data/processed/K01686_01.npz
K01038.01,6153201,FALSE POSITIVE,0,data/processed/K01038_01.npz
K01727.01,6185331,CONFIRMED,1,data/processed/K01727_01.npz
K00847.01,6191521,CONFIRMED,1,data/processed/K00847_01.npz
K01037.01,6205468,FALSE POSITIVE,0,data/processed/K01037_01.npz
K01046.01,6209637,FALSE POSITIVE,0,data/processed/K01046_01.npz
K01750.01,6209677,CONFIRMED,1,data/processed/K01750_01.npz
K01750.02,6209677,CANDIDATE,1,data/processed/K01750_02.npz
K01613.01,6268648,CONFIRMED,1,data/processed/K01613_01.npz
K01613.03,6268648,CANDIDATE,1,data/processed/K01613_03.npz
K01613.02,6268648,CANDIDATE,1,data/processed/K01613_02.npz
K01129.01,6272413,CONFIRMED,1,data/processed/K01129_01.npz
K00849.01,6276477,CONFIRMED,1,data/processed/K00849_01.npz
K00850.01,6291653,CONFIRMED,1,data/processed/K00850_01.npz
K01120.01,6307537,FALSE POSITIVE,0,data/processed/K01120_01.npz
K01688.01,6310636,CONFIRMED,1,data/processed/K01688_01.npz
K01122.01,6311681,FALSE POSITIVE,0,data/processed/K01122_01.npz
K01127.01,6359320,CONFIRMED,1,data/processed/K01127_01.npz
K01127.02,6359320,CONFIRMED,1,data/processed/K01127_02.npz
K01127.03,6359320,CANDIDATE,1,data/processed/K01127_03.npz
K01128.01,6362874,CONFIRMED,1,data/processed/K01128_01.npz
K01238.01,6383821,CONFIRMED,1,data/processed/K01238_01.npz
K01626.01,6387542,CONFIRMED,1,data/processed/K01626_01.npz
K01234.01,6390824,FALSE POSITIVE,0,data/processed/K01234_01.npz
K00851.01,6392727,CONFIRMED,1,data/processed/K00851_01.npz
K00852.01,6422070,CONFIRMED,1,data/processed/K00852_01.npz
K00853.01,6428700,CONFIRMED,1,data/processed/K00853_01.npz
K00853.02,6428700,CONFIRMED,1,data/processed/K00853_02.npz
K01229.01,6432059,FALSE POSITIVE,0,data/processed/K01229_01.npz
K00854.01,6435936,CONFIRMED,1,data/processed/K00854_01.npz
K01246.01,6441738,CANDIDATE,1,data/processed/K01246_01.npz
K01241.01,6448890,CONFIRMED,1,data/processed/K01241_01.npz
K01241.02,6448890,CONFIRMED,1,data/processed/K01241_02.npz
K01231.01,6462874,FALSE POSITIVE,0,data/processed/K01231_01.npz
K01231.02,6462874,FALSE POSITIVE,0,data/processed/K01231_02.npz
K01230.01,6470149,FALSE POSITIVE,0,data/processed/K01230_01.npz
K00856.01,6526710,CANDIDATE,1,data/processed/K00856_01.npz
K00157.05,6541920,CONFIRMED,1,data/processed/K00157_05.npz
K00157.06,6541920,CONFIRMED,1,data/processed/K00157_06.npz
